Sample_Name	Other_ID	Other_ID_2	Genus	Species	BreedCategory	BreedAbr.	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	BioProject	Accession	SeqPlatform	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)	CoverageX	CoverageRatio	Mean Depth	BoC %	Date Sequenced	Notes	Reference	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	"Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)"
Beagle04		Beagle04	Canis	familiaris	Beagle	BEAG									0				PRJNA288568	SAMN03801645	Illumina Genome Analyzer IIx		European_Dogs		M		19.9352	20.4101	0.97673211						D		0	Beagle04	Dogs	European_Dogs
Beagle05	CFA.117995	Beagle05	Canis	familiaris	Beagle	BEAG									0				PRJNA263947	SAMN06159681	Illumina HiSeq X Ten		European_Dogs		F		38.4534	21.2488	1.80967396						D		0	Beagle05	Dogs	European_Dogs
BeardedCollie01		BeardedCollie01	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB13468	SAMEA3928140	Illumina HiSeq 2000		European_Dogs		M		19.3526	19.4383	0.99559118						D		0	BeardedCollie01	Dogs	European_Dogs
BeardedCollie02		BeardedCollie02	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4505492	Illumina HiSeq 2000		European_Dogs		M		21.4249	12.0138	1.78335747						D		0	BeardedCollie02	Dogs	European_Dogs
BeardedCollie03		BeardedCollie03	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4504824	Illumina HiSeq 2500		European_Dogs		F		17.5937	9.80601	1.79417521						D		0	BeardedCollie03	Dogs	European_Dogs
BeardedCollie04		BeardedCollie04	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4505493	Illumina HiSeq 2000		European_Dogs		M		18.051	18.1597	0.99401422						D		0	BeardedCollie04	Dogs	European_Dogs
BeardedCollie05		BeardedCollie05	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4504827	Illumina HiSeq 2500		European_Dogs		M		16.5177	9.17038	1.80120126						D		0	BeardedCollie05	Dogs	European_Dogs
BeardedCollie06		BeardedCollie06	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4505496	Illumina HiSeq 2000		European_Dogs		M		11.4566	6.35986	1.80139186						D		0	BeardedCollie06	Dogs	European_Dogs
BeardedCollie07		BeardedCollie07	Canis	familiaris	Bearded_Collie	BERD									0				PRJEB16012	SAMEA4504832	Illumina HiSeq 2500		European_Dogs		F		12.3652	6.81928	1.81327061						D		0	BeardedCollie07	Dogs	European_Dogs
Beauceron01	CRR037909	Beauceron01_29598	Canis	familiaris	Beauceron	BEAU									0				PRJNA648123	SAMN15625725	Illumina HiSeq 3000		European_Dogs		F		18.4549	18.5233	0.99630735						D		0	Beauceron01	Dogs	European_Dogs
Beauceron02	CRR037936	Beauceron02_31956	Canis	familiaris	Beauceron	BEAU									0				PRJNA648123	SAMN15625895	Illumina HiSeq 3000		European_Dogs		M		19.5943	19.7248	0.99338396						D		0	Beauceron02	Dogs	European_Dogs
BedlingtonTerrier01	CRR055120	BedlingtonTerrier01_27328	Canis	familiaris	Bedlington_Terrier	BEDT									0				PRJNA648123	SAMN15625727	Illumina HiSeq 3000		European_Dogs		M		18.8768	10.5638	1.78693273						D		0	BedlingtonTerrier01	Dogs	European_Dogs
BedlingtonTerrier02	CRR055169	BedlingtonTerrier02_33486	Canis	familiaris	Bedlington_Terrier	BEDT									0				PRJNA648123	SAMN15625730	Illumina HiSeq 3000		European_Dogs		M		19.0886	10.6762	1.78795826						D		0	BedlingtonTerrier02	Dogs	European_Dogs
BedlingtonTerrier03	CRR055174	BedlingtonTerrier03_33606	Canis	familiaris	Bedlington_Terrier	BEDT									0				PRJNA648123	SAMN15625731	Illumina HiSeq 3000		European_Dogs				20.8076	11.6164	1.7912262						D		0	BedlingtonTerrier03	Dogs	European_Dogs
BedlingtonTerrier04	CRR078119	BedlingtonTerrier04_28914	Canis	familiaris	Bedlington_Terrier	BEDT									0				PRJNA648123	SAMN15625728	Illumina HiSeq 3000		European_Dogs				11.3452	6.55362	1.73113485						D		0	BedlingtonTerrier04	Dogs	European_Dogs
BedlingtonTerrier05	CRR078120	BedlingtonTerrier05_31124	Canis	familiaris	Bedlington_Terrier	BEDT									0				PRJNA648123	SAMN15625729	Illumina HiSeq 3000		European_Dogs				16.8178	9.26081	1.81601825						D		0	BedlingtonTerrier05	Dogs	European_Dogs
BelgianLaekenois01	CRR078121	BelgianLaekenois01_34575	Canis	familiaris	Belgian_Laekenois	LAEK									0				PRJNA648123	SAMN15625892	Illumina HiSeq 3000		European_Dogs		F		17.2579	17.2925	0.99799913						D		0	BelgianLaekenois01	Dogs	European_Dogs
BelgianMalinois01		BelgianMalinois01	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJNA192935	SAMN01974495	Illumina Genome Analyzer IIx		European_Dogs		F		10.6915	10.0483	1.06401083						D		0	BelgianMalinois01	Dogs	European_Dogs
BelgianMalinois02		BelgianMalinois02	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJEB16012	SAMEA4504823	Illumina HiSeq 2000		European_Dogs		F		17.0234	17.0786	0.99676789						D		0	BelgianMalinois02	Dogs	European_Dogs
BelgianMalinois03		BelgianMalinois03	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJEB16012	SAMEA4504826	Illumina HiSeq 2500		European_Dogs		F		16.6503	16.7578	0.99358508						D		0	BelgianMalinois03	Dogs	European_Dogs
BelgianMalinois04	MA0163	BelgianMalinois04	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJEB16012	SAMEA104032048	Illumina HiSeq 3000		European_Dogs		M		30.8335	31.2459	0.98680147						D		0	BelgianMalinois04	Dogs	European_Dogs
BelgianMalinois05	MA142	BelgianMalinois05	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJEB16012	SAMEA104125121	Illumina HiSeq 3000		European_Dogs				33.5123	19.1299	1.75182829						D		0	BelgianMalinois05	Dogs	European_Dogs
BelgianMalinois06	ERR2750973	BelgianMalinois06	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJEB16012	SAMEA4848704	Illumina HiSeq 3000		European_Dogs				25.394	14.1715	1.79190629						D		0	BelgianMalinois06	Dogs	European_Dogs
BelgianMalinois07	CRR055109	BelgianMalinois07_25490	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJNA648123	SAMN15625738	ILLUMINA HI-SEQ 3000		European_Dogs				18.7403	10.4362	1.7957015						D		0	BelgianMalinois07	Dogs	European_Dogs
BelgianMalinois08		BelgianMalinois08	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046747	Illumina HiSeq 4000														D		0	BelgianMalinois08	Dogs	European_Dogs
BelgianMalinois09		BelgianMalinois09	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046751	Illumina HiSeq 4000														D		0	BelgianMalinois09	Dogs	European_Dogs
BelgianMalinois10		BelgianMalinois10	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046752	Illumina HiSeq 4000														D		0	BelgianMalinois10	Dogs	European_Dogs
BelgianMalinois11		BelgianMalinois11	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046753	Illumina HiSeq 4000														D		0	BelgianMalinois11	Dogs	European_Dogs
BelgianMalinois12		BelgianMalinois12	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046756	Illumina HiSeq 4000														D		0	BelgianMalinois12	Dogs	European_Dogs
BelgianMalinois13		BelgianMalinois13	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046758	Illumina HiSeq 4000														D		0	BelgianMalinois13	Dogs	European_Dogs
BelgianMalinois14		BelgianMalinois14	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046759	Illumina HiSeq 4000														D		0	BelgianMalinois14	Dogs	European_Dogs
BelgianMalinois15		BelgianMalinois15	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046760	Illumina HiSeq 4000														D		0	BelgianMalinois15	Dogs	European_Dogs
BelgianMalinois16		BelgianMalinois16	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046763	Illumina HiSeq 4000														D		0	BelgianMalinois16	Dogs	European_Dogs
BelgianMalinois17		BelgianMalinois17	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046764	Illumina HiSeq 4000														D		0	BelgianMalinois17	Dogs	European_Dogs
BelgianMalinois18		BelgianMalinois18	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046769	Illumina HiSeq 4000														D		0	BelgianMalinois18	Dogs	European_Dogs
BelgianMalinois19		BelgianMalinois19	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046771	Illumina HiSeq 4000														D		0	BelgianMalinois19	Dogs	European_Dogs
BelgianMalinois20		BelgianMalinois20	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046772	Illumina HiSeq 4000														D		0	BelgianMalinois20	Dogs	European_Dogs
BelgianMalinois21		BelgianMalinois21	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046775	Illumina HiSeq 4000														D		0	BelgianMalinois21	Dogs	European_Dogs
BelgianMalinois22		BelgianMalinois22	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046777	Illumina HiSeq 4000														D		0	BelgianMalinois22	Dogs	European_Dogs
BelgianMalinois23		BelgianMalinois23	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046778	Illumina HiSeq 4000														D		0	BelgianMalinois23	Dogs	European_Dogs
BelgianMalinois24		BelgianMalinois24	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046780	Illumina HiSeq 4000														D		0	BelgianMalinois24	Dogs	European_Dogs
BelgianMalinois25		BelgianMalinois25	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046781	Illumina HiSeq 4000														D		0	BelgianMalinois25	Dogs	European_Dogs
BelgianMalinois26		BelgianMalinois26	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046782	Illumina HiSeq 4000														D		0	BelgianMalinois26	Dogs	European_Dogs
BelgianMalinois27		BelgianMalinois27	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJCA000978	SAMC046783	Illumina HiSeq 4000														D		0	BelgianMalinois27	Dogs	European_Dogs
BelgianMalinois28	CRR078122	BelgianMalinois28_24233	Canis	familiaris	Belgian_Malinois	BMAL									0				PRJNA648123	SAMN15625737	Illumina HiSeq 3000		European_Dogs		F		20.8734	20.992	0.99435023						D		0	BelgianMalinois28	Dogs	European_Dogs
BelgianSheepdog01		BelgianSheepdog01_27485	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872842	ILLUMINA HI-SEQ 3000		European_Dogs		M		45.5056	45.9646	0.99001405			11/27/13			D		0	BelgianSheepdog01	Dogs	European_Dogs
BelgianSheepdog02		BelgianSheepdog02_23570	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872843	ILLUMINA HI-SEQ 3000		European_Dogs		F		15.3211	8.67226	1.76667904			9/23/15			D		0	BelgianSheepdog02	Dogs	European_Dogs
BelgianSheepdog03		BelgianSheepdog03_23572	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872844	ILLUMINA HI-SEQ 3000		European_Dogs		F		20.0191	20.4165	0.98053535			9/23/15			D		0	BelgianSheepdog03	Dogs	European_Dogs
BelgianSheepdog04		BelgianSheepdog04_24974	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872845	ILLUMINA HI-SEQ 3000		European_Dogs				14.6308	14.9227	0.9804392			9/23/15			D		0	BelgianSheepdog04	Dogs	European_Dogs
BelgianSheepdog05		BelgianSheepdog05_15643	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872846	ILLUMINA HI-SEQ 3000		European_Dogs		M		16.1601	9.10052	1.77573369			9/23/15			D		0	BelgianSheepdog05	Dogs	European_Dogs
BelgianSheepdog06		BelgianSheepdog06_24605	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872847	ILLUMINA HI-SEQ 3000		European_Dogs		F		23.1399	13.1195	1.76377911			9/23/15			D		0	BelgianSheepdog06	Dogs	European_Dogs
BelgianSheepdog07		BelgianSheepdog07_24604	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA448733	SAMN08872848	ILLUMINA HI-SEQ 3000		European_Dogs		M		13.6036	13.87	0.98079308			9/23/15			D		0	BelgianSheepdog07	Dogs	European_Dogs
BelgianSheepdog08	CRR037919	BelgianSheepdog08_30647	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA648123	SAMN15625732	Illumina HiSeq 3000		European_Dogs		F		20.4132	11.2472	1.81495839						D		0	BelgianSheepdog08	Dogs	European_Dogs
BelgianSheepdog09	CRR037927	BelgianSheepdog09_31144	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA648123	SAMN15625733	Illumina HiSeq 3000		European_Dogs				19.1671	19.0236	1.00754326						D		0	BelgianSheepdog09	Dogs	European_Dogs
BelgianSheepdog10		BelgianSheepdog10_22740	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA685036	SAMN17192048	Illumina NovaSeq 6000		European_Dogs		M		30.6313	16.8848	1.81413461			6/19/19			D		0	BelgianSheepdog10	Dogs	European_Dogs
BelgianSheepdog11		BelgianSheepdog11_34638	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA685036	SAMN17192049	Illumina NovaSeq 6000		European_Dogs		F		26.7192	14.7733	1.80861419			6/19/19			D		0	BelgianSheepdog11	Dogs	European_Dogs
BelgianSheepdog12		BelgianSheepdog12_34665	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA685036	SAMN17192050	Illumina NovaSeq 6000		European_Dogs		M		30.409	30.4391	0.99901114			6/19/19			D		0	BelgianSheepdog12	Dogs	European_Dogs
BelgianSheepdog13		BelgianSheepdog13_35102	Canis	familiaris	Belgian_Sheepdog	BELS									0				PRJNA685036	SAMN17192051	Illumina NovaSeq 6000		European_Dogs		F		24.7568	24.711	1.00185343			6/19/19			D		0	BelgianSheepdog13	Dogs	European_Dogs
BelgianTervuren01		BelgianTervuren01_27484	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872849	Illumina NovaSeq 6000		European_Dogs		M		37.4903	38.0849	0.98438751			9/23/15			D		0	BelgianTervuren01	Dogs	European_Dogs
BelgianTervuren02		BelgianTervuren02_22754	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872850	Illumina NovaSeq 6000		European_Dogs		F		14.5738	8.26359	1.76361606			9/23/15			D		0	BelgianTervuren02	Dogs	European_Dogs
BelgianTervuren03		BelgianTervuren03_24639	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872851	Illumina NovaSeq 6000		European_Dogs		M		12.2446	12.5646	0.97453162			9/23/15			D		0	BelgianTervuren03	Dogs	European_Dogs
BelgianTervuren04		BelgianTervuren04_24613	Canis	familiaris	Belgian_Tervuren_See_Other_Information	TERV									0				PRJNA448733	SAMN08872859	Illumina NovaSeq 6000		European_Dogs		F		14.9749	8.46385	1.76927758			9/23/15			D		0	BelgianTervuren04	Dogs	European_Dogs
BelgianTervuren05		BelgianTervuren05_28307	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872852	Illumina NovaSeq 6000		European_Dogs		M		19.6836	19.8996	0.98914551			9/23/15			D		0	BelgianTervuren05	Dogs	European_Dogs
BelgianTervuren06		BelgianTervuren06_22771	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872853	Illumina NovaSeq 6000		European_Dogs		F		16.7271	9.45823	1.76852329			9/23/15			D		0	BelgianTervuren06	Dogs	European_Dogs
BelgianTervuren07		BelgianTervuren07_23576	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872854	Illumina NovaSeq 6000		European_Dogs		M		15.6921	16.0523	0.97756085			9/23/15			D		0	BelgianTervuren07	Dogs	European_Dogs
BelgianTervuren08		BelgianTervuren08_28302	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872855	Illumina NovaSeq 6000		European_Dogs		M		16.033	9.03221	1.77509159			9/23/15			D		0	BelgianTervuren08	Dogs	European_Dogs
BelgianTervuren09		BelgianTervuren09_28308	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872856	Illumina NovaSeq 6000		European_Dogs		F		15.9599	8.99862	1.77359417			9/23/15			D		0	BelgianTervuren09	Dogs	European_Dogs
BelgianTervuren10		BelgianTervuren10_22774	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872857	Illumina NovaSeq 6000		European_Dogs		F		16.962	17.2946	0.98076856			9/23/15			D		0	BelgianTervuren10	Dogs	European_Dogs
BelgianTervuren11		BelgianTervuren11_24620	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA448733	SAMN08872858	Illumina NovaSeq 6000		European_Dogs		M		48.2004	49.1584	0.98051198			9/23/15			D		0	BelgianTervuren11	Dogs	European_Dogs
BelgianTervuren19	CRR037938	BelgianTervuren19_33058	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA648123	SAMN15625726	Illumina HiSeq 3000		European_Dogs				17.7505	9.91118	1.79095728						D		0	BelgianTervuren19	Dogs	European_Dogs
BelgianTervuren20	CRR078123	BelgianTervuren20_34513	Canis	familiaris	Belgian_Tervuren	TERV									0				PRJNA648123	SAMN15626027	Illumina HiSeq 3000		European_Dogs		M		17.78	9.95416	1.78618789						D		0	BelgianTervuren20	Dogs	European_Dogs
BergerBlancSuisse01		BergerBlancSuisse01	Canis	familiaris	Berger_Blanc_Suisse										0				PRJEB16012	SAMEA4506887	Illumina HiSeq 2500		European_Dogs		F		16.5863	9.28219	1.78689512						D		0	BergerBlancSuisse01	Dogs	European_Dogs
BergerPicard01		BergerPicard01	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA263947	SAMN03580405	Illumina HiSeq 2000		European_Dogs		F		25.2395	25.4755	0.9907362						D		0	BergerPicard01	Dogs	European_Dogs
BergerPicard02		BergerPicard02	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA263947	SAMN04196849	Illumina HiSeq 2500		European_Dogs		F		25.632	25.6681	0.99859359						D		0	BergerPicard02	Dogs	European_Dogs
BergerPicard03		BergerPicard03	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA263947	SAMN04196860	Illumina HiSeq 2500		European_Dogs		M		33.0813	33.4401	0.98927037						D		0	BergerPicard03	Dogs	European_Dogs
BergerPicard04	CFA.109670	BergerPicard04	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA263947	SAMN06159678	HiSeq X Ten		European_Dogs		F		57.4548	31.857	1.80352199						D		0	BergerPicard04	Dogs	European_Dogs
BergerPicard05		BergerPicard05_33251	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA685036	SAMN17192052	Illumina NovaSeq 6000		European_Dogs		F		25.6861	25.6777	1.00032713						D		0	BergerPicard05	Dogs	European_Dogs
BergerPicard06		BergerPicard06_33252	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA685036	SAMN17192053	Illumina NovaSeq 6000		European_Dogs		F		24.9868	25.0656	0.99685625						D		0	BergerPicard06	Dogs	European_Dogs
BergerPicard07	SRR10077571	BergerPicard07	Canis	familiaris	Berger_Picard	BGPC									0				PRJNA263947	SAMN12700526	Illumina NovaSeq 6000		European_Dogs		M		34.3103	34.303	1.00021281						D		0	BergerPicard07	Dogs	European_Dogs
Bern_AlpineDachsbracke		Bern_AlpineDachsbracke	Canis	familiaris	Alpine_Dachsbracke										0				PRJEB14840	SAMEA4346711	Illumina HiSeq 2500		European_Dogs		F		34.9449	20.4969	1.70488708						D		0	Bern_AlpineDachsbracke	Dogs	European_Dogs
BerneseMountainDog01		BerneseMountainDog01_4679	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA288568	SAMN03801648	Illumina HiSeq 2000		European_Dogs		F		44.4212	45.0191	0.98671897			11/27/13			D		0	BerneseMountainDog01	Dogs	European_Dogs
BerneseMountainDog02		BerneseMountainDog02_30814	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872866	Illumina HiSeq 2500		European_Dogs		M		49.0902	50.4161	0.97370086			7/21/15			D		0	BerneseMountainDog02	Dogs	European_Dogs
BerneseMountainDog03		BerneseMountainDog03_941	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872867	Illumina HiSeq 2500		European_Dogs		M		9.45044	5.25151	1.79956622			03/06/2016			D		0	BerneseMountainDog03	Dogs	European_Dogs
BerneseMountainDog04		BerneseMountainDog04_1003	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872868	Illumina HiSeq 2500		European_Dogs		F		10.3343	5.84151	1.76911449			03/06/2016			D		0	BerneseMountainDog04	Dogs	European_Dogs
BerneseMountainDog05		BerneseMountainDog05_1300	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872869	Illumina HiSeq 2500		European_Dogs		F		9.35487	9.55996	0.97854698			03/06/2016			D		0	BerneseMountainDog05	Dogs	European_Dogs
BerneseMountainDog06		BerneseMountainDog06_1441	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872870	Illumina HiSeq 2500		European_Dogs		F		7.65702	7.72828	0.99077932			03/06/2016			D		0	BerneseMountainDog06	Dogs	European_Dogs
BerneseMountainDog07		BerneseMountainDog07_2488	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872871	Illumina HiSeq 2500		European_Dogs		F		8.68575	8.89769	0.97618033			03/06/2016			D		0	BerneseMountainDog07	Dogs	European_Dogs
BerneseMountainDog08		BerneseMountainDog08_4164	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872872	Illumina HiSeq 2500		European_Dogs		M		8.67021	8.39318	1.03300656			03/06/2016			D		0	BerneseMountainDog08	Dogs	European_Dogs
BerneseMountainDog09		BerneseMountainDog09_4666	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872873	Illumina HiSeq 2500		European_Dogs		F		9.60641	5.44538	1.76413951			03/06/2016			D		0	BerneseMountainDog09	Dogs	European_Dogs
BerneseMountainDog10		BerneseMountainDog10_4687	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872874	Illumina HiSeq 2500		European_Dogs		M		8.56697	8.88312	0.96441003			03/06/2016			D		0	BerneseMountainDog10	Dogs	European_Dogs
BerneseMountainDog11		BerneseMountainDog11_4767	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872875	Illumina HiSeq 2500		European_Dogs		F		11.3299	6.31884	1.7930348			03/06/2016			D		0	BerneseMountainDog11	Dogs	European_Dogs
BerneseMountainDog12		BerneseMountainDog12_4851	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872876	Illumina HiSeq 2500		European_Dogs		F		10.7539	10.965	0.98074783			03/06/2016			D		0	BerneseMountainDog12	Dogs	European_Dogs
BerneseMountainDog13		BerneseMountainDog13_7507	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872877	Illumina HiSeq 2500		European_Dogs		F		8.61537	8.81847	0.97696879			03/06/2016			D		0	BerneseMountainDog13	Dogs	European_Dogs
BerneseMountainDog14		BerneseMountainDog14_12307	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872878	Illumina HiSeq 2500		European_Dogs		M		11.1957	11.551	0.96924076			03/06/2016			D		0	BerneseMountainDog14	Dogs	European_Dogs
BerneseMountainDog15		BerneseMountainDog15_13020	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872879	Illumina HiSeq 2500		European_Dogs		F		8.6809	5.08508	1.70713145			03/06/2016			D		0	BerneseMountainDog15	Dogs	European_Dogs
BerneseMountainDog16		BerneseMountainDog16_13108	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872880	Illumina HiSeq 2500		European_Dogs		F		10.0181	10.1952	0.98262908			03/06/2016			D		0	BerneseMountainDog16	Dogs	European_Dogs
BerneseMountainDog17		BerneseMountainDog17_20139	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872881	Illumina HiSeq 2500		European_Dogs		F		7.98257	8.11411	0.98378873			03/06/2016			D		0	BerneseMountainDog17	Dogs	European_Dogs
BerneseMountainDog18		BerneseMountainDog18_969	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA448733	SAMN08872882	Illumina HiSeq 2500		European_Dogs				13.6232	13.5572	1.00486826			03/06/2016			D		0	BerneseMountainDog18	Dogs	European_Dogs
BerneseMountainDog19		BerneseMountainDog19_11957	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA726547	SAMN28900530	Illumina NovaSeq 6000		European_Dogs												D		0	BerneseMountainDog19	Dogs	European_Dogs
BerneseMountainDog20		BerneseMountainDog20_21874	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA726547	SAMN29011965	Illumina NovaSeq 6000		European_Dogs												D		0	BerneseMountainDog20	Dogs	European_Dogs
BerneseMountainDog21		BerneseMountainDog21_21878	Canis	familiaris	Bernese_Mountain_Dog	BMD-									0				PRJNA726547	SAMN29011966	Illumina NovaSeq 6000		European_Dogs												D		0	BerneseMountainDog21	Dogs	European_Dogs
